"gender","age","state","left_right_position","most_important_issues_2022","vote_2022"
"Male",57,"Queensland",5,"Education","Liberal"
"Male",86,"New South Wales",3,"The cost of living","Liberal"
"Female",85,"Queensland",3,"Education","Labor"
"Male",53,"Western Australia",6,"National security","Liberal"
"Male",65,"Victoria",6,"Taxation","Liberal"
"Male",63,"South Australia",4,"The cost of living","Labor"
"Female",76,"Queensland",8,"Management of the economy","Liberal"
"Female",53,"Queensland",5,"The cost of living","Labor"
"Male",73,"Queensland",6,"National security","Labor"
"Male",70,"Queensland",0,"Management of the economy","Liberal"
"Male",69,"South Australia",6,"The cost of living","Liberal"
"Female",40,"New South Wales",4,"Management of the economy","Labor"
"Male",59,"New South Wales",5,"The cost of living","Labor"
"Male",71,"New South Wales",5,"Health and Medicare","Liberal"
"Female",60,"New South Wales",2,"Refugees and asylum seekers","Labor"
"Female",44,"New South Wales",5,"The cost of living","Labor"
"Female",46,"New South Wales",3,"The environment","Labor"
"Female",45,"Queensland",3,"Global warming","Labor"
"Male",60,"Victoria",3,"Education","Labor"
"Female",50,"South Australia",5,"The cost of living","Labor"
"Male",56,"Western Australia",4,"The cost of living","Labor"
"Female",78,"Queensland",10,"National security","Liberal"
"Male",53,"Victoria",7,"The cost of living","Liberal"
"Male",63,"Western Australia",3,"Management of the economy","Liberal"
"Female",41,"Victoria",5,"The cost of living","Labor"
"Female",73,"Western Australia",8,"Health and Medicare","Liberal"
"Female",44,"Western Australia",3,"The cost of living","Labor"
"Male",48,"New South Wales",3,"The environment","Labor"
"Female",26,"New South Wales",7,"Education","Liberal"
"Female",45,"New South Wales",5,"Education","Labor"
"Male",57,"New South Wales",7,"Management of the economy","Liberal"
"Female",58,"Victoria",10,"Taxation","Liberal"
"Male",76,"South Australia",5,"Health and Medicare","Labor"
"Male",70,"South Australia",5,"National security","Liberal"
"Male",69,"South Australia",5,"Management of the economy","Liberal"
"Female",52,"New South Wales",0,"Health and Medicare","Labor"
"Female",53,"Victoria",6,"The COVID-19 pandemic","Liberal"
"Male",60,"Queensland",8,"Taxation","Liberal"
"Female",60,"Tasmania",5,"Global warming","Liberal"
"Male",22,"Queensland",10,"Taxation","Liberal"
"Female",47,"Queensland",3,"Management of the economy","Liberal"
"Female",33,"Northern Territory",5,"The cost of living","Liberal"
"Male",39,"Queensland",5,"Taxation","Labor"
"Male",80,"Queensland",6,"The COVID-19 pandemic","Liberal"
"Female",70,"New South Wales",5,"Management of the economy","Liberal"
"Male",73,"Victoria",3,"Item skipped","Labor"
"Female",27,"Victoria",2,"Taxation","Labor"
"Male",82,"Victoria",5,"The cost of living","Labor"
"Female",38,"Australian Capital Territory",2,"The cost of living","Labor"
"Female",46,"South Australia",7,"Health and Medicare","Liberal"
"Male",70,"Victoria",7,"Management of the economy","Liberal"
"Female",39,"New South Wales",2,"The environment","Labor"
"Female",63,"New South Wales",2,"Global warming","Labor"
"Female",46,"Western Australia",3,"National security","Labor"
"Female",59,"Queensland",5,"National security","Liberal"
"Male",60,"Queensland",5,"Global warming","Labor"
"Female",49,"New South Wales",5,"Taxation","Liberal"
"Male",64,"New South Wales",5,"Health and Medicare","Liberal"
"Female",53,"New South Wales",3,"The environment","Labor"
"Female",39,"New South Wales",7,"Taxation","Liberal"
"Female",40,"Victoria",1,"The cost of living","Liberal"
"Male",60,"Queensland",8,"Management of the economy","Liberal"
"Male",80,"Queensland",5,"The cost of living","Labor"
"Female",56,"New South Wales",3,"Management of the economy","Labor"
"Female",24,"Victoria",5,"Health and Medicare","Labor"
"Female",31,"Queensland",4,"The cost of living","Labor"
"Male",72,"New South Wales",7,"The cost of living","Liberal"
"Female",52,"Victoria",5,"The cost of living","Liberal"
"Female",64,"New South Wales",5,"The cost of living","Labor"
"Male",80,"Victoria",6,"Health and Medicare","Labor"
"Male",73,"Queensland",10,"The cost of living","Liberal"
"Female",68,"Western Australia",5,"Taxation","Labor"
"Male",69,"New South Wales",2,"The environment","Labor"
"Female",46,"South Australia",6,"The cost of living","Liberal"
"Female",71,"New South Wales",6,"Management of the economy","Labor"
"Female",51,"Queensland",5,"Taxation","Labor"
"Male",39,"Queensland",7,"Management of the economy","Liberal"
"Male",52,"New South Wales",5,"Management of the economy","Liberal"
"Male",66,"New South Wales",10,"National security","Liberal"
"Male",72,"Victoria",0,"The environment","Labor"
"Male",57,"New South Wales",6,"The cost of living","Liberal"
"Female",74,"New South Wales",5,"Management of the economy","Liberal"
"Male",67,"South Australia",5,"The cost of living","Labor"
"Female",49,"New South Wales",4,"Refugees and asylum seekers","Labor"
"Female",67,"Western Australia",2,"The cost of living","Labor"
"Female",68,"Victoria",2,"Global warming","Labor"
"Male",66,"New South Wales",6,"The cost of living","Liberal"
"Male",21,"New South Wales",4,"Health and Medicare","Labor"
"Male",23,"New South Wales",3,"Management of the economy","Labor"
"Male",50,"Victoria",5,"Global warming","Labor"
"Male",89,"Victoria",3,"Health and Medicare","Labor"
"Female",21,"Victoria",6,"Management of the economy","Liberal"
"Male",57,"Tasmania",5,"Management of the economy","Liberal"
"Male",40,"Victoria",10,"National security","Liberal"
"Female",56,"Western Australia",3,"Taxation","Labor"
"Female",76,"Victoria",8,"The cost of living","Liberal"
"Female",47,"Victoria",2,"Management of the economy","Labor"
"Female",56,"Victoria",2,"The environment","Labor"
"Female",56,"Queensland",8,"The COVID-19 pandemic","Labor"
"Female",59,"Western Australia",5,"Management of the economy","Labor"
"Male",67,"New South Wales",4,"Global warming","Labor"
"Male",52,"Victoria",5,"The environment","Labor"
"Female",38,"Queensland",2,"The cost of living","Labor"
"Male",57,"Western Australia",7,"Health and Medicare","Labor"
"Female",50,"Queensland",8,"Management of the economy","Liberal"
"Female",81,"Western Australia",5,"Global warming","Labor"
"Male",68,"Victoria",6,"The environment","Liberal"
"Male",57,"New South Wales",7,"The cost of living","Liberal"
"Female",79,"New South Wales",8,"Management of the economy","Liberal"
"Female",32,"South Australia",4,"The environment","Labor"
"Female",60,"Victoria",5,"The COVID-19 pandemic","Liberal"
"Male",86,"New South Wales",5,"The cost of living","Liberal"
"Male",49,"New South Wales",10,"The cost of living","Labor"
"Female",43,"Victoria",7,"The cost of living","Liberal"
"Male",62,"Victoria",8,"Management of the economy","Liberal"
"Female",66,"New South Wales",6,"The cost of living","Liberal"
"Male",70,"Tasmania",5,"Management of the economy","Liberal"
"Female",76,"Victoria",5,"Global warming","Labor"
"Male",80,"Victoria",1,"The cost of living","Labor"
"Female",74,"New South Wales",5,"Refugees and asylum seekers","Labor"
"Female",73,"Victoria",5,"Global warming","Labor"
"Female",77,"Queensland",10,"Management of the economy","Liberal"
"Male",73,"South Australia",4,"Education","Liberal"
"Male",55,"Western Australia",8,"The cost of living","Labor"
"Male",72,"New South Wales",5,"Health and Medicare","Labor"
"Male",72,"New South Wales",5,"Taxation","Liberal"
"Male",57,"Victoria",2,"The cost of living","Labor"
"Male",69,"South Australia",4,"Management of the economy","Labor"
"Male",59,"Tasmania",8,"Management of the economy","Liberal"
"Male",39,"Queensland",6,"National security","Liberal"
"Male",48,"New South Wales",5,"The environment","Labor"
"Female",53,"Queensland",4,"The cost of living","Labor"
"Female",36,"New South Wales",5,"Health and Medicare","Liberal"
"Female",63,"Victoria",4,"The cost of living","Labor"
"Male",53,"Australian Capital Territory",4,"The cost of living","Labor"
"Male",40,"Victoria",6,"The COVID-19 pandemic","Labor"
"Female",72,"Victoria",3,"The cost of living","Labor"
"Female",54,"Australian Capital Territory",4,"Global warming","Labor"
"Female",66,"New South Wales",2,"The cost of living","Labor"
"Male",70,"Victoria",5,"Health and Medicare","Liberal"
"Female",35,"New South Wales",8,"The cost of living","Labor"
"Female",64,"Tasmania",5,"The cost of living","Labor"
"Female",78,"Western Australia",0,"Health and Medicare","Labor"
"Female",48,"Queensland",10,"The cost of living","Liberal"
"Male",71,"Victoria",3,"The cost of living","Liberal"
"Male",73,"South Australia",5,"The cost of living","Liberal"
"Male",73,"Queensland",10,"National security","Liberal"
"Female",40,"New South Wales",10,"Management of the economy","Liberal"
"Male",74,"New South Wales",4,"Health and Medicare","Labor"
"Female",73,"Tasmania",8,"Management of the economy","Liberal"
"Male",49,"Western Australia",5,"Management of the economy","Liberal"
"Male",71,"Victoria",6,"The cost of living","Liberal"
"Female",46,"New South Wales",5,"The cost of living","Labor"
"Female",49,"Western Australia",6,"The cost of living","Liberal"
"Female",59,"South Australia",5,"The cost of living","Labor"
"Female",37,"Western Australia",6,"The cost of living","Liberal"
"Female",63,"New South Wales",6,"Immigration","Liberal"
"Male",63,"New South Wales",5,"The environment","Labor"
"Female",37,"Victoria",7,"The cost of living","Liberal"
"Male",61,"Victoria",5,"The cost of living","Liberal"
"Female",57,"Victoria",5,"Global warming","Labor"
"Male",58,"Western Australia",3,"The COVID-19 pandemic","Labor"
"Male",80,"Tasmania",5,"Health and Medicare","Liberal"
"Female",48,"Western Australia",4,"The cost of living","Labor"
"Male",69,"South Australia",5,"Management of the economy","Labor"
"Male",78,"New South Wales",7,"The cost of living","Liberal"
"Female",64,"Victoria",8,"Management of the economy","Liberal"
"Male",80,"South Australia",6,"Management of the economy","Labor"
"Male",69,"Queensland",1,"The environment","Labor"
"Male",46,"Victoria",5,"The cost of living","Liberal"
"Male",68,"Victoria",4,"The environment","Labor"
"Male",68,"Victoria",5,"Health and Medicare","Labor"
"Male",50,"New South Wales",2,"Global warming","Labor"
"Male",34,"Victoria",8,"The cost of living","Labor"
"Female",30,"Victoria",5,"The cost of living","Labor"
"Female",70,"Queensland",5,"The environment","Labor"
"Female",54,"Victoria",5,"Global warming","Labor"
"Male",68,"New South Wales",4,"Health and Medicare","Liberal"
"Female",45,"Queensland",5,"The cost of living","Labor"
"Female",33,"Victoria",5,"The cost of living","Labor"
"Male",79,"Western Australia",6,"Education","Labor"
"Female",49,"Victoria",5,"The COVID-19 pandemic","Liberal"
"Male",79,"Victoria",6,"The cost of living","Liberal"
"Male",33,"New South Wales",5,"Management of the economy","Liberal"
"Male",31,"New South Wales",4,"The cost of living","Labor"
"Male",39,"Victoria",4,"The cost of living","Labor"
"Male",75,"Queensland",7,"Management of the economy","Liberal"
"Female",37,"New South Wales",3,"The cost of living","Labor"
"Male",83,"Western Australia",9,"Management of the economy","Liberal"
"Female",70,"Queensland",4,"Health and Medicare","Labor"
"Male",87,"Queensland",4,"The COVID-19 pandemic","Labor"
"Female",71,"South Australia",10,"Management of the economy","Liberal"
"Male",31,"New South Wales",3,"The cost of living","Liberal"
"Female",48,"South Australia",5,"Management of the economy","Liberal"
"Female",65,"New South Wales",6,"The cost of living","Liberal"
"Male",67,"New South Wales",8,"Management of the economy","Liberal"
"Male",47,"Australian Capital Territory",4,"Global warming","Labor"
"Female",65,"South Australia",4,"Management of the economy","Labor"
"Male",73,"Queensland",6,"Management of the economy","Liberal"
"Male",52,"New South Wales",5,"Global warming","Labor"
"Female",30,"South Australia",3,"The cost of living","Labor"
"Female",40,"Queensland",7,"Management of the economy","Liberal"
"Female",73,"New South Wales",7,"Health and Medicare","Labor"
"Female",54,"New South Wales",7,"National security","Liberal"
"Female",40,"New South Wales",4,"The environment","Labor"
"Female",68,"Queensland",4,"The COVID-19 pandemic","Labor"
"Female",70,"New South Wales",4,"The environment","Labor"
"Male",69,"Tasmania",4,"Global warming","Labor"
"Male",67,"Victoria",5,"Management of the economy","Labor"
"Male",74,"New South Wales",10,"Health and Medicare","Labor"
"Female",65,"Victoria",4,"Management of the economy","Labor"
"Female",71,"Queensland",7,"The cost of living","Liberal"
"Male",65,"Queensland",8,"National security","Liberal"
"Female",72,"Queensland",4,"The cost of living","Labor"
"Female",60,"Victoria",5,"Management of the economy","Liberal"
"Male",77,"South Australia",5,"The cost of living","Labor"
"Female",81,"New South Wales",3,"Item skipped","Labor"
"Female",77,"Western Australia",5,"Health and Medicare","Labor"
"Male",78,"Victoria",9,"National security","Liberal"
"Male",38,"New South Wales",3,"Health and Medicare","Labor"
"Female",30,"Western Australia",3,"Global warming","Labor"
"Male",79,"Victoria",6,"Item skipped","Liberal"
"Male",72,"Queensland",8,"Management of the economy","Liberal"
"Male",76,"Queensland",5,"Management of the economy","Liberal"
"Female",59,"South Australia",5,"Management of the economy","Liberal"
"Female",55,"Queensland",5,"The cost of living","Liberal"
"Female",48,"New South Wales",0,"Health and Medicare","Labor"
"Female",57,"New South Wales",3,"National security","Labor"
"Male",52,"Victoria",10,"The cost of living","Labor"
"Male",59,"Western Australia",8,"The cost of living","Liberal"
"Female",49,"Western Australia",9,"The cost of living","Liberal"
"Female",57,"South Australia",5,"Education","Labor"
"Male",61,"Northern Territory",5,"National security","Liberal"
"Male",62,"South Australia",6,"Management of the economy","Liberal"
"Male",76,"Queensland",4,"The cost of living","Labor"
"Female",58,"New South Wales",2,"Global warming","Labor"
"Female",71,"Queensland",2,"The COVID-19 pandemic","Labor"
"Female",37,"Queensland",4,"Taxation","Labor"
"Male",30,"Western Australia",2,"Management of the economy","Labor"
"Male",80,"Queensland",6,"Management of the economy","Liberal"
"Male",62,"New South Wales",7,"Taxation","Liberal"
"Female",33,"Victoria",5,"The cost of living","Labor"
"Female",50,"Victoria",5,"The cost of living","Liberal"
"Male",52,"New South Wales",4,"Refugees and asylum seekers","Liberal"
"Male",52,"Western Australia",3,"Global warming","Labor"
"Male",47,"Victoria",5,"Management of the economy","Liberal"
"Male",71,"Western Australia",5,"Health and Medicare","Labor"
"Female",61,"New South Wales",4,"Global warming","Labor"
"Male",67,"Queensland",6,"Taxation","Liberal"
"Male",70,"Queensland",5,"Management of the economy","Liberal"
"Male",50,"Queensland",5,"Global warming","Labor"
"Male",59,"Western Australia",7,"Management of the economy","Liberal"
"Female",69,"Queensland",5,"Health and Medicare","Liberal"
"Male",75,"Victoria",8,"Management of the economy","Liberal"
"Male",63,"Queensland",8,"Management of the economy","Liberal"
"Female",63,"New South Wales",7,"Health and Medicare","Liberal"
"Female",68,"Victoria",2,"Global warming","Labor"
"Female",59,"New South Wales",5,"The cost of living","Labor"
"Female",87,"South Australia",1,"Global warming","Labor"
"Female",33,"Western Australia",5,"The cost of living","Liberal"
"Female",67,"New South Wales",2,"Health and Medicare","Labor"
"Female",43,"Victoria",6,"The cost of living","Liberal"
"Female",56,"Western Australia",5,"The cost of living","Labor"
"Male",67,"Western Australia",6,"Management of the economy","Liberal"
"Male",75,"New South Wales",8,"Management of the economy","Liberal"
"Female",60,"Victoria",5,"The cost of living","Liberal"
"Male",45,"Queensland",4,"The environment","Labor"
"Female",54,"Queensland",4,"Management of the economy","Liberal"
"Female",48,"Western Australia",5,"The cost of living","Liberal"
"Female",75,"Victoria",6,"Global warming","Labor"
"Male",54,"Victoria",5,"Taxation","Labor"
"Female",45,"Victoria",7,"Management of the economy","Liberal"
"Male",46,"Victoria",7,"The cost of living","Liberal"
"Male",74,"Victoria",4,"Global warming","Labor"
"Male",80,"New South Wales",8,"Management of the economy","Liberal"
"Female",40,"South Australia",7,"Health and Medicare","Liberal"
"Female",57,"New South Wales",7,"The cost of living","Labor"
"Male",66,"Victoria",7,"Management of the economy","Liberal"
"Female",60,"Queensland",5,"The cost of living","Labor"
"Female",90,"New South Wales",5,"Management of the economy","Labor"
"Male",71,"Australian Capital Territory",4,"Management of the economy","Labor"
"Male",60,"Australian Capital Territory",1,"Global warming","Labor"
"Male",72,"Victoria",8,"Management of the economy","Liberal"
"Female",76,"New South Wales",5,"Management of the economy","Liberal"
"Female",32,"Western Australia",5,"Item skipped","Labor"
"Male",61,"New South Wales",6,"Health and Medicare","Labor"
"Female",72,"Victoria",4,"The environment","Labor"
"Male",48,"South Australia",7,"The cost of living","Labor"
"Male",24,"Queensland",5,"Global warming","Labor"
"Female",55,"Queensland",5,"The cost of living","Liberal"
"Female",69,"New South Wales",9,"The cost of living","Labor"
"Male",60,"Victoria",2,"The cost of living","Labor"
"Female",54,"Western Australia",7,"The cost of living","Liberal"
"Female",33,"Queensland",5,"The cost of living","Labor"
"Male",68,"New South Wales",8,"The COVID-19 pandemic","Liberal"
"Female",52,"Victoria",5,"The cost of living","Labor"
"Female",69,"Victoria",5,"Health and Medicare","Liberal"
"Female",53,"Western Australia",5,"The cost of living","Labor"
"Male",62,"Queensland",5,"Management of the economy","Liberal"
"Male",80,"New South Wales",2,"Health and Medicare","Labor"
"Female",71,"Queensland",7,"Management of the economy","Labor"
"Female",69,"Victoria",3,"Global warming","Labor"
"Female",39,"Queensland",5,"Management of the economy","Labor"
"Male",91,"Western Australia",8,"Immigration","Liberal"
"Female",55,"Victoria",8,"Management of the economy","Liberal"
"Female",87,"New South Wales",9,"Item skipped","Labor"
"Male",70,"New South Wales",4,"Global warming","Labor"
"Female",70,"New South Wales",2,"Global warming","Labor"
"Female",31,"New South Wales",7,"Management of the economy","Liberal"
"Female",67,"New South Wales",3,"The cost of living","Labor"
"Female",50,"Victoria",4,"Management of the economy","Labor"
"Female",50,"Western Australia",6,"Taxation","Labor"
"Female",32,"Australian Capital Territory",2,"Global warming","Labor"
"Female",58,"Queensland",9,"The cost of living","Labor"
"Male",67,"Western Australia",7,"Management of the economy","Liberal"
"Male",59,"New South Wales",5,"The cost of living","Labor"
"Male",68,"New South Wales",8,"Management of the economy","Liberal"
"Female",42,"New South Wales",6,"The cost of living","Liberal"
"Male",65,"New South Wales",7,"Taxation","Liberal"
"Female",76,"New South Wales",2,"Global warming","Labor"
"Male",74,"Australian Capital Territory",6,"Global warming","Labor"
"Female",41,"Tasmania",3,"The cost of living","Labor"
"Female",52,"New South Wales",2,"The environment","Labor"
"Male",70,"Victoria",5,"National security","Liberal"
"Male",67,"Queensland",4,"Health and Medicare","Liberal"
"Female",59,"Victoria",6,"National security","Liberal"
"Female",65,"New South Wales",5,"The cost of living","Liberal"
"Male",59,"South Australia",6,"Management of the economy","Liberal"
"Female",47,"New South Wales",6,"Management of the economy","Labor"
"Female",76,"South Australia",4,"Global warming","Labor"
"Female",75,"Victoria",7,"The cost of living","Liberal"
"Male",77,"Queensland",5,"The cost of living","Liberal"
"Female",62,"New South Wales",0,"The cost of living","Liberal"
"Female",36,"New South Wales",0,"The cost of living","Labor"
"Male",77,"Victoria",3,"Health and Medicare","Labor"
"Male",60,"Australian Capital Territory",4,"The cost of living","Labor"
"Male",38,"New South Wales",5,"Global warming","Labor"
"Female",46,"Western Australia",7,"National security","Liberal"
"Female",71,"New South Wales",7,"Management of the economy","Liberal"
"Female",66,"Victoria",0,"Global warming","Labor"
"Female",49,"Victoria",2,"Global warming","Labor"
"Female",61,"Queensland",3,"Global warming","Labor"
"Female",62,"Victoria",5,"Health and Medicare","Liberal"
"Male",70,"Australian Capital Territory",3,"Education","Labor"
"Female",80,"New South Wales",8,"National security","Liberal"
"Female",73,"Queensland",6,"Management of the economy","Liberal"
"Female",73,"Tasmania",10,"The COVID-19 pandemic","Liberal"
"Male",49,"New South Wales",5,"Management of the economy","Liberal"
"Male",68,"Western Australia",6,"The COVID-19 pandemic","Liberal"
"Male",68,"Victoria",7,"Management of the economy","Liberal"
"Male",78,"Queensland",4,"The cost of living","Liberal"
"Male",80,"Victoria",6,"The cost of living","Labor"
"Male",73,"Queensland",1,"Global warming","Labor"
"Male",56,"New South Wales",3,"The environment","Labor"
"Male",23,"Victoria",5,"Management of the economy","Liberal"
"Female",51,"Victoria",5,"Health and Medicare","Labor"
"Female",66,"South Australia",5,"Health and Medicare","Labor"
"Male",64,"Victoria",4,"Taxation","Labor"
"Female",81,"New South Wales",5,"Health and Medicare","Liberal"
"Male",55,"Queensland",4,"The cost of living","Liberal"
"Male",35,"Queensland",2,"Education","Labor"
"Male",41,"New South Wales",5,"Education","Labor"
"Female",62,"Victoria",3,"Global warming","Labor"
"Female",68,"South Australia",5,"The cost of living","Labor"
"Female",56,"Queensland",2,"Global warming","Labor"
"Male",69,"Western Australia",6,"Management of the economy","Liberal"
"Female",56,"Victoria",6,"National security","Liberal"
"Female",41,"Queensland",5,"The cost of living","Liberal"
"Female",22,"Victoria",0,"The environment","Labor"
"Male",21,"South Australia",8,"Immigration","Liberal"
"Female",18,"New South Wales",5,"The cost of living","Liberal"
"Male",18,"New South Wales",5,"Taxation","Labor"
"Female",22,"Western Australia",5,"The cost of living","Liberal"
"Male",18,"Victoria",4,"The COVID-19 pandemic","Labor"
"Female",22,"New South Wales",3,"National security","Labor"
"Male",22,"Victoria",4,"The cost of living","Labor"
"Female",21,"New South Wales",3,"The cost of living","Labor"
"Female",21,"Victoria",5,"The cost of living","Labor"
"Female",21,"Victoria",3,"Health and Medicare","Labor"
"Male",24,"New South Wales",5,"Management of the economy","Labor"
"Male",22,"New South Wales",3,"Global warming","Labor"
"Female",18,"Western Australia",5,"The cost of living","Liberal"
"Male",20,"Victoria",3,"The COVID-19 pandemic","Liberal"
"Female",21,"Victoria",0,"Health and Medicare","Labor"
"Male",18,"Victoria",2,"The cost of living","Labor"
"Male",21,"Australian Capital Territory",5,"Management of the economy","Liberal"
"Male",22,"New South Wales",7,"The cost of living","Liberal"
"Female",21,"New South Wales",5,"The cost of living","Labor"
"Male",22,"Victoria",3,"Taxation","Labor"
"Female",20,"New South Wales",3,"The cost of living","Labor"
"Male",22,"New South Wales",7,"Taxation","Labor"
"Female",21,"New South Wales",7,"Taxation","Labor"
"Female",20,"Victoria",5,"The cost of living","Liberal"
"Male",20,"South Australia",6,"Taxation","Liberal"
"Female",20,"New South Wales",0,"Global warming","Labor"
"Male",21,"Victoria",8,"The cost of living","Liberal"
"Female",21,"Queensland",5,"The cost of living","Labor"
"Male",20,"Victoria",5,"The cost of living","Labor"
"Female",22,"Queensland",5,"The cost of living","Labor"
"Female",18,"New South Wales",3,"Health and Medicare","Liberal"
"Female",20,"New South Wales",3,"Global warming","Labor"
"Female",18,"New South Wales",7,"Health and Medicare","Labor"
"Male",21,"New South Wales",7,"The cost of living","Liberal"
"Female",19,"Victoria",5,"The cost of living","Liberal"
